"event_id","gene","event_type","state1","state2","n_cells_state1","n_cells_state2","mean_psi_state1","mean_psi_state2","delta_psi","pvalue","padj"
"chr4:87977059:87977097:+@chr4:87977662:87977859:+@chr4:87980046:87980126","SPP1","SE","Tumor_OPC_N","Neuron",17,74,0,0.000587544065804935,0.000587544065804935,0.651912361080787,0.840586846628251
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Tumor_OPC_OL","Oligodendrocyte",443,306,0.00125522327886273,0.000525807159410963,-0.000729416119451771,0.652294713962805,0.840586846628251
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","SE","Tumor_OPC_OL","Tumor_AC",149,465,0.207636717565325,0.156264719996494,-0.0513719975688312,0.652447436715258,0.840586846628251
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_OPC_N","Tumor_MES",69,1562,0.985507246376812,0.995769731560157,0.0102624851833449,0.652609580658333,0.840586846628251
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_OPC_N","Choroid plexus",90,10,0.977777777777778,1,0.0222222222222223,0.652628700811525,0.840586846628251
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Tumor_OPC_N","T cell",783,40,0.00202853877989994,0,-0.00202853877989994,0.652683479295628,0.840586846628251
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Tumor_AC","Astrocyte",56,16,0.976648351648352,0.96195652173913,-0.0146918299092211,0.652793518522265,0.840586846628251
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_OPC_N","Neuron",2368,69,0.117778909542351,0.169116310639231,0.0513374010968801,0.653324801763099,0.840671555671622
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_MES","Neuron",726,69,0.124068490515914,0.169116310639231,0.0450478201233168,0.653613643593019,0.840671555671622
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Oligodendrocyte","unassigned",14,60,0,0.00256410256410256,0.00256410256410256,0.653761639070305,0.840671555671622
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Macrophage","Tumor_NPC",497,29,0.970768810770382,0.923371647509579,-0.0473971632608033,0.653965661755371,0.840671555671622
"chr5:150407152:150407324:-@chr5:150406881:150406960:-@chr5:150405085:150406321","CD74","SE","unassigned","T cell",11,4453,1,0.997887364310912,-0.00211263568908771,0.654154919194643,0.840671555671622
"chr13:48232612:48232698|48233219:48233477:+@chr13:48253808:48253936","ITM2B","AFE","Macrophage","Choroid plexus",3193,64,0.999839322875051,1,0.00016067712494916,0.654425751586771,0.840671555671622
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Oligodendrocyte","Neuron",1020,29,0.99463364926836,0.984136404358874,-0.0104972449094863,0.654718001027863,0.840671555671622
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","PTGDS","SE","Tumor_OPC_N","T cell",337,33,0.984474309822185,0.968875749363554,-0.0155985604586304,0.655046497554648,0.840671555671622
"chr2:223982681:223982781:-@chr2:223980311:223980400:-@chr2:223977544:223977627","SERPINE2","SE","Tumor_OPC_N","T cell",314,16,0.998124979106316,1,0.0018750208936843,0.655278185395416,0.840671555671622
"chr13:30462538:30462712:-@chr13:30461639:30461688:-@chr13:30460895:30461533","HMGB1","SE","Tumor_Cycling","Oligodendrocyte",63,15,0.0914727382180943,0.0666666666666667,-0.0248060715514276,0.655917732354367,0.840671555671622
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_AC","Choroid plexus",548,22,0.998323578548443,1,0.00167642145155689,0.655944612661884,0.840671555671622
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_OPC_N","unassigned",1360,27,0.99904048092667,1,0.000959519073329806,0.656059114685806,0.840671555671622
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","Tumor_OPC_OL","Fibroblast",1291,258,0.999986410643184,1,1.35893568157242e-05,0.656097445226386,0.840671555671622
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_OPC_N","Tumor_Cycling",69,236,0.985507246376812,0.994562146892655,0.00905490051584368,0.656428223253272,0.840776187278858
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Tumor_MES","Choroid plexus",2468,10,0.00195469775873873,0,-0.00195469775873873,0.656827040812274,0.840967853847278
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Tumor_NPC","Astrocyte",469,94,0.000292654375182909,0,-0.000292654375182909,0.657818208599554,0.841142135237162
"chr5:150412625:150412912:-@chr5:150406881:150407324:-@chr5:150406039:150406321","CD74","SE","T cell","B cell",4500,13,0.999394499020285,1,0.00060550097971479,0.657998947195362,0.841142135237162
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_OPC_N","Astrocyte",90,76,0.977777777777778,0.996240601503759,0.0184628237259816,0.658149015990481,0.841142135237162
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_Cycling","Oligodendrocyte",236,24,0.994562146892655,1,0.00543785310734468,0.658168151780719,0.841142135237162
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","T cell","B cell",7048,28,0.999929503334392,1,7.04966656082107e-05,0.658209297529287,0.841142135237162
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Tumor_MES","Choroid plexus",2630,11,0.000338236330808352,0,-0.000338236330808352,0.658837461222404,0.841553132772175
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997188:25997416","APP","SE","Macrophage","Tumor_MES",17,308,0.954248366013072,0.990547881022502,0.0362995150094303,0.659033822872731,0.841553132772175
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Macrophage","Tumor_OPC_OL",3176,1103,0.000339441747737611,0.00113308256261492,0.000793640814877312,0.659484007943419,0.841553132772175
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Neuron","B cell",239,16,0.00249302649930265,0,-0.00249302649930265,0.65954566748389,0.841553132772175
"chr2:224039099:224039318:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SERPINE2","SE","Tumor_Cycling","Tumor_NPC",222,45,0.00168918918918919,0,-0.00168918918918919,0.659777656093385,0.841553132772175
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_OPC_OL","Astrocyte",574,72,0.999190953291674,0.997685185185185,-0.0015057681064885,0.660311350754769,0.841724802962527
"chr4:87977059:87977097:+@chr4:87977662:87977787:+@chr4:87980046:87980126","SPP1","SE","Tumor_OPC_N","Oligodendrocyte",17,702,0,0.00107200994050113,0.00107200994050113,0.660625103326586,0.841724802962527
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Tumor_NPC","Choroid plexus",253,10,0.00246996124462174,0,-0.00246996124462174,0.660660445347476,0.841724802962527
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26089943:26090072","APP","SE","Tumor_MES","Tumor_Cycling",576,183,0.996340241901055,0.993531710928334,-0.00280853097272082,0.662112952856838,0.84325706260069
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26089943:26090072","APP","SE","Macrophage","Oligodendrocyte",61,311,1,0.999897106109325,-0.000102893890675193,0.663113674765442,0.844129502891453
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_OPC_OL","Choroid plexus",574,22,0.999190953291674,1,0.000809046708326266,0.663384435634149,0.844129502891453
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SPP1","SE","Tumor_MES","unassigned",591,19,0.934509683540348,0.847213567860527,-0.0872961156798209,0.663809678827118,0.844129502891453
"chr2:224039099:224039318:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SERPINE2","SE","Tumor_OPC_OL","Choroid plexus",577,22,0.0017376776966345,0,-0.0017376776966345,0.664212232606418,0.844129502891453
"chr8:27614655:27614690|27611110:27611205:-@chr8:27610475:27610600","CLU","AFE","Tumor_MES","Astrocyte",2634,158,0.00199669339304075,0.000653325441077608,-0.00134336795196315,0.664534426207278,0.844129502891453
"chr8:27614655:27614690|27611146:27611431:-@chr8:27610475:27610600","CLU","AFE","Tumor_Cycling","Choroid plexus",367,12,0.0599578311325487,0.0878787878787879,0.0279209567462392,0.664790522122822,0.844129502891453
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_AC","unassigned",107,22,0.998664886515354,1,0.00133511348464621,0.665139210488076,0.844129502891453
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_AC","Astrocyte",107,22,0.998664886515354,1,0.00133511348464621,0.665139210488076,0.844129502891453
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","unassigned","T cell",78,3327,0,0.000917685859663685,0.000917685859663685,0.665139287288657,0.844129502891453
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Tumor_MES","Choroid plexus",2046,64,0.000402041462563305,0,-0.000402041462563305,0.665299104501116,0.844129502891453
"chr4:87977004:87977097|87979199:87980126:+@chr4:87980393:87980434","SPP1","AFE","Tumor_AC","Neuron",35,91,0.863349842020846,0.967741494841688,0.104391652820842,0.666906172180064,0.8455563078379
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","unassigned","Astrocyte",16,76,1,0.996240601503759,-0.00375939849624063,0.667083256689305,0.8455563078379
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Tumor_Cycling","Choroid plexus",351,11,0.00447122309035156,0,-0.00447122309035156,0.667175243784394,0.8455563078379
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","Tumor_OPC_OL","Neuron",1291,240,0.999986410643184,1,1.35893568157242e-05,0.667655808234834,0.845564599295415
"chr13:48232612:48232698|48233219:48233477:+@chr13:48253808:48253936","ITM2B","AFE","Tumor_OPC_N","Tumor_Cycling",3326,878,0.999810687979264,0.999857630979499,4.69430002347782e-05,0.667798744348125,0.845564599295415
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26089943:26090072","APP","SE","Oligodendrocyte","Fibroblast",311,59,0.999897106109325,1,0.000102893890675193,0.668523366713309,0.845564599295415
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","APP","MXE","Tumor_Cycling","Neuron",84,11,0.979629859387924,0.948542024013722,-0.0310878353742018,0.66895535331619,0.845564599295415
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Tumor_OPC_N","T cell",548,102,0.999726277372263,1,0.000273722627737172,0.669233829946118,0.845564599295415
"chr5:150407152:150407324:-@chr5:150406881:150406960:-@chr5:150405085:150406321","CD74","SE","Tumor_OPC_OL","T cell",10,4453,1,0.997887364310912,-0.00211263568908771,0.669305603477403,0.845564599295415
"chr5:150407152:150407324:-@chr5:150406881:150406960:-@chr5:150405085:150406321","CD74","SE","T cell","B cell",4453,10,0.997887364310912,1,0.00211263568908771,0.669305603477403,0.845564599295415
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87977059:87977097","SPP1","SE","Oligodendrocyte","T cell",692,64,0.999964846457358,1,3.51535426421634e-05,0.669375578155402,0.845564599295415
"chr4:87529045:87529241:-@chr4:87528126:87528233:-@chr4:87499521:87499585","SPARCL1","SE","Neuron","T cell",154,30,0.000506585612968592,0,-0.000506585612968592,0.669630509315271,0.845564599295415
"chr4:87977004:87977097|87979199:87980126:+@chr4:87980393:87980434","SPP1","AFE","Tumor_Cycling","Tumor_AC",96,35,0.91804470205154,0.863349842020846,-0.0546948600306943,0.669687162641969,0.845564599295415
"chr5:150412625:150412912:-@chr5:150406881:150407324:-@chr5:150406039:150406321","CD74","SE","unassigned","T cell",12,4500,1,0.999394499020285,-0.00060550097971479,0.670639252134093,0.846169634056262
"chr4:87529045:87529092:-@chr4:87499521:87499585:-@chr4:87494981:87495127","SPARCL1","SE","Tumor_OPC_N","unassigned",554,51,0.998807186437815,1,0.00119281356218459,0.670667784029778,0.846169634056262
"chr2:224039099:224039318:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SERPINE2","SE","Tumor_OPC_OL","Neuron",577,21,0.0017376776966345,0,-0.0017376776966345,0.6716086403434,0.846509396676233
"chr4:87482424:87482560:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SPARCL1","SE","Tumor_OPC_N","unassigned",513,47,0.99954632247,1,0.00045367753000003,0.67164939912149,0.846509396676233
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Tumor_MES","Neuron",2630,156,0.000338236330808352,0.000307285307285307,-3.09510235230449e-05,0.671689530162653,0.846509396676233
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_Cycling","unassigned",236,22,0.994562146892655,1,0.00543785310734468,0.672445145347601,0.846712067388015
"chrX:47585205:47585331:+@chrX:47585543:47585667:+@chrX:47586521:47586789","TIMP1","SE","Tumor_Cycling","Astrocyte",236,22,0.994562146892655,1,0.00543785310734468,0.672445145347601,0.846712067388015
"chr4:87979199:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SPP1","SE","Tumor_Cycling","Neuron",93,89,0.741185306816224,0.790122141379661,0.048936834563437,0.67260297856808,0.846712067388015
"chr4:87482424:87482560:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SPARCL1","SE","Tumor_OPC_N","Astrocyte",513,153,0.99954632247,0.999896501223873,0.000350178753873109,0.673729744164655,0.847265015382462
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997188:25997416","APP","SE","Oligodendrocyte","Tumor_AC",27,128,0.962962962962963,0.989782695374801,0.0268197324118378,0.67388061883438,0.847265015382462
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","APP","SE","Tumor_MES","Neuron",348,46,0.997880224753862,0.99012394255361,-0.00775628220025226,0.67397252069849,0.847265015382462
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26089943:26090072","APP","SE","Oligodendrocyte","Neuron",311,57,0.999897106109325,1,0.000102893890675193,0.674046390015381,0.847265015382462
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Macrophage","Tumor_MES",88,2630,0.00757575757575758,0.000338236330808352,-0.00723752124494922,0.675046056876375,0.847928529817763
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Tumor_Cycling","Choroid plexus",335,10,0.000984945362768533,0,-0.000984945362768533,0.675076728776394,0.847928529817763
"chr5:150412625:150412912:-@chr5:150406881:150407324:-@chr5:150406039:150406321","CD74","SE","Tumor_MES","B cell",216,13,0.999736483871905,1,0.000263516128095054,0.677526967011629,0.849660792143264
"chr2:224039099:224039318:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SERPINE2","SE","Tumor_OPC_N","unassigned",1402,27,0.0013851409039638,0,-0.0013851409039638,0.677576789765974,0.849660792143264
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_NPC","T cell",123,80,0.128085253072162,0.195495014245014,0.0674097611728518,0.677594539789376,0.849660792143264
"chr4:87529045:87529372:-@chr4:87528555:87528614:-@chr4:87499521:87499585","SPARCL1","SE","Oligodendrocyte","Tumor_NPC",10,47,0,0.00709219858156028,0.00709219858156028,0.678040118918224,0.849660792143264
"chr4:87529045:87529457:-@chr4:87504822:87504923:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_AC","Fibroblast",1346,166,0.0617373069213588,0.0515829191159169,-0.0101543878054419,0.678073797745977,0.849660792143264
"chr13:30465796:30465936|30465073:30465242:-@chr13:30463531:30463694","HMGB1","AFE","Tumor_OPC_OL","Tumor_NPC",495,156,0.00294127078440804,0.00170940170940171,-0.00123186907500633,0.678569424846177,0.849660792143264
"chr4:87529045:87529372:-@chr4:87528555:87528614:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_MES","T cell",1178,29,0.000296091195764388,0,-0.000296091195764388,0.678796608504811,0.849660792143264
"chr4:87529045:87529241:-@chr4:87528126:87528233:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_MES","T cell",1219,30,0.00108297694628793,0,-0.00108297694628793,0.678819159758189,0.849660792143264
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26089943:26090072","APP","SE","Tumor_Cycling","unassigned",183,11,0.993531710928334,1,0.00646828907166563,0.678934513778761,0.849660792143264
"chr2:224039099:224039318:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SERPINE2","SE","Tumor_Cycling","T cell",222,40,0.00168918918918919,0,-0.00168918918918919,0.678973379677151,0.849660792143264
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_AC","Neuron",548,19,0.998323578548443,1,0.00167642145155689,0.679285747579218,0.84973661900662
"chr15:44711358:44711440|44711509:44711613:+@chr15:44715423:44715701","B2M","AFE","Tumor_OPC_N","Tumor_NPC",2776,475,0.999954971181556,1,4.50288184438152e-05,0.679765605686115,0.850021830007646
"chr5:150405085:150405180:-@chr5:150404680:150404767:-@chr5:150403121:150403312:-@chr5:150402563:150402625","CD74","MXE","Tumor_MES","T cell",79,2331,1,0.999670874804295,-0.00032912519570516,0.681110507925742,0.851388134907178
"chr4:87482424:87482560:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SPARCL1","SE","Neuron","Choroid plexus",120,11,0.99881684981685,1,0.00118315018315018,0.681599899083028,0.851684435174091
"chr2:223982681:223982781:-@chr2:223980397|223980400:223980311","SERPINE2","A3SS","Tumor_NPC","Choroid plexus",123,49,0.128085253072162,0.0919482385607966,-0.0361370145113658,0.682178620487698,0.852092096279046
"chr13:30465796:30465936|30465073:30465242:-@chr13:30463531:30463694","HMGB1","AFE","Tumor_NPC","Choroid plexus",156,28,0.00170940170940171,0,-0.00170940170940171,0.682885649212462,0.852659661891254
"chr5:150412625:150412912:-@chr5:150406881:150407324:-@chr5:150406039:150406321","CD74","SE","Tumor_Cycling","T cell",11,4500,1,0.999394499020285,-0.00060550097971479,0.683919566519274,0.853319237339205
"chr5:150412625:150412912:-@chr5:150406881:150407324:-@chr5:150406039:150406321","CD74","SE","Tumor_OPC_OL","T cell",11,4500,1,0.999394499020285,-0.00060550097971479,0.683919566519274,0.853319237339205
"chr4:87977059:87977097:+@chr4:87980046:87980434:+@chr4:87981475:87981798","SPP1","SE","Tumor_OPC_N","Tumor_Cycling",12,61,1,0.996960156334817,-0.00303984366518295,0.68432258676245,0.853506552225893
"chr8:27614655:27614692:-@chr8:27614173:27614370:-@chr8:27610475:27610600","CLU","SE","Macrophage","Tumor_Cycling",87,335,0.00155327741534638,0.000984945362768533,-0.000568332052577848,0.684872079111519,0.853876345401321
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Macrophage","Tumor_OPC_OL",73,432,1,0.999815430047988,-0.000184569952011771,0.685152329898842,0.853910307757974
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_OPC_OL","Neuron",574,19,0.999190953291674,1,0.000809046708326266,0.686283890068242,0.854040057233691
"chr19:6679496:6679382|6679407:-@chr19:6679125:6679208","C3","A5SS","Tumor_MES","Tumor_AC",284,16,0.00379359490274983,0,-0.00379359490274983,0.686289616655289,0.854040057233691
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87981475:87981761","SPP1","SE","Tumor_OPC_OL","Oligodendrocyte",18,528,0.994152046783626,0.99624509057926,0.00209304379563457,0.686529597205932,0.854040057233691
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Tumor_AC","Tumor_NPC",1545,66,0.00140474912761619,0.0155523488856822,0.014147599758066,0.686645008434585,0.854040057233691
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Tumor_OPC_N","Tumor_NPC",39,29,0.959883399928303,0.923371647509579,-0.036511752418724,0.68671059247153,0.854040057233691
"chr2:224039099:224039318:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SERPINE2","SE","Tumor_OPC_OL","Fibroblast",577,19,0.0017376776966345,0,-0.0017376776966345,0.687062269840388,0.854040057233691
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Tumor_NPC","unassigned",469,78,0.000292654375182909,0,-0.000292654375182909,0.687253946586501,0.854040057233691
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_OPC_N","Choroid plexus",1360,22,0.99904048092667,1,0.000959519073329806,0.687920115796311,0.854040057233691
"chr2:224039099:224039286:-@chr2:224001642:224001922:-@chr2:223998115:223998342","SERPINE2","SE","Tumor_OPC_N","Tumor_AC",1360,548,0.99904048092667,0.998323578548443,-0.00071690237822708,0.687942611299889,0.854040057233691
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Tumor_MES","Fibroblast",2046,222,0.000402041462563305,0.000693000693000693,0.000290959230437388,0.688040488542614,0.854040057233691
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Tumor_MES","Choroid plexus",2619,11,0.999646951330215,1,0.000353048669784917,0.688149277922053,0.854040057233691
"chr4:87979199:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SPP1","SE","Tumor_NPC","Neuron",17,89,0.721624738925777,0.790122141379661,0.0684974024538838,0.688293023903893,0.854040057233691
"chr4:87979199:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SPP1","SE","Macrophage","Oligodendrocyte",3196,800,0.756173267734574,0.73652539367026,-0.0196478740643149,0.68902718717585,0.854636808790333
"chr4:87529045:87529241:-@chr4:87528126:87528233:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_Cycling","unassigned",327,54,0.000705716302046577,0,-0.000705716302046577,0.690006766587339,0.85539498047012
"chr5:150412625:150412912:-@chr5:150406881:150407324:-@chr5:150406039:150406321","CD74","SE","Tumor_MES","unassigned",216,12,0.999736483871905,1,0.000263516128095054,0.690145342761522,0.85539498047012
"chr2:224039099:224039318:-@chr2:224010343:224010386:-@chr2:224001641:224001922","SERPINE2","SE","Tumor_AC","Tumor_NPC",557,45,0.00102234191103132,0,-0.00102234191103132,0.690752372390658,0.855497681015756
"chr8:27614655:27614698:-@chr8:27613578:27613683:-@chr8:27610475:27610600","CLU","SE","Tumor_NPC","unassigned",258,137,0.00106688157483751,0.00259316173645793,0.00152628016162042,0.690795132681729,0.855497681015756
"chrX:47582408:47582474:+@chrX:47583408:47583536:+@chrX:47584936:47585015","TIMP1","SE","Tumor_NPC","unassigned",29,15,0.923371647509579,0.966666666666667,0.0432950191570881,0.691229522295787,0.855497681015756
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Tumor_Cycling","Astrocyte",340,158,0.99975113158779,0.99978227506915,3.11434813604627e-05,0.691260930815507,0.855497681015756
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","APP","SE","Tumor_Cycling","Tumor_AC",102,331,0.998102466793169,0.998560576207365,0.000458109414195773,0.691495607055106,0.855497681015756
"chr4:87482424:87482560:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SPARCL1","SE","Tumor_MES","Choroid plexus",1122,11,0.997163944186076,1,0.00283605581392421,0.691787273963734,0.85554490642272
"chr22:37676856:37677065:+@chr22:37678483:37678654:+@chr22:37679603:37679640","LGALS1","SE","Tumor_Cycling","Fibroblast",314,107,0.995917462389405,0.987435505959208,-0.00848195643019733,0.692474984507792,0.855896685825344
"chr4:87482424:87482560:-@chr4:87480372:87480520:-@chr4:87479430:87479578","SPARCL1","SE","Tumor_OPC_N","Tumor_NPC",513,41,0.99954632247,1,0.00045367753000003,0.692631632960233,0.855896685825344
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Tumor_Cycling","Tumor_OPC_OL",876,1103,0.000919510600080701,0.00113308256261492,0.000213571962534222,0.692903586229057,0.855896685825344
"chr2:223982681:223982781:-@chr2:223980311:223980397:-@chr2:223977544:223977627","SERPINE2","SE","Tumor_OPC_N","Oligodendrocyte",1932,15,0.998529579292787,1,0.00147042070721304,0.693089294287479,0.855896685825344
"chr4:87979199:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SPP1","SE","unassigned","Neuron",23,89,0.762169881542399,0.790122141379661,0.0279522598372621,0.694225986796689,0.855896685825344
"chr8:27614655:27614681:-@chr8:27610475:27610600:-@chr8:27608541:27609086","CLU","SE","Fibroblast","Choroid plexus",203,11,0.999616333719336,1,0.000383666280663775,0.694461017825427,0.855896685825344
"chr8:27614655:27614690|27611830:27611966:-@chr8:27610475:27610600","CLU","AFE","Fibroblast","Choroid plexus",203,11,0.000305601167670133,0,-0.000305601167670133,0.694461017825427,0.855896685825344
"chr4:87529045:87529241:-@chr4:87528126:87528233:-@chr4:87499521:87499585","SPARCL1","SE","Tumor_AC","Neuron",1408,154,0.000535752982592046,0.000506585612968592,-2.9167369623454e-05,0.694467359497168,0.855896685825344
"chr4:87529045:87529372:-@chr4:87528555:87528614:-@chr4:87499521:87499585","SPARCL1","SE","Oligodendrocyte","Tumor_AC",10,1240,0,0.000898191602981115,0.000898191602981115,0.694909222562931,0.855896685825344
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Choroid plexus","T cell",64,3327,0,0.000917685859663685,0.000917685859663685,0.695110293070786,0.855896685825344
"chr4:87529045:87529372:-@chr4:87528555:87528614:-@chr4:87499521:87499585","SPARCL1","SE","Fibroblast","T cell",176,29,0.000704769983035625,0,-0.000704769983035625,0.695113809475373,0.855896685825344
"chr4:87979199:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SPP1","SE","Tumor_NPC","T cell",17,95,0.721624738925777,0.753522026029558,0.0318972871037811,0.69520078596496,0.855896685825344
"chr4:87975717:87975800|87975829:87975964:+@chr4:87976882:87976949","SPP1","AFE","Macrophage","Tumor_AC",3053,22,0.000912737112310358,0.000366568914956012,-0.000546168197354346,0.695734677893947,0.855896685825344
"chr4:87499521:87499585:-@chr4:87495127|87495143:87494981","SPARCL1","A3SS","Macrophage","Tumor_OPC_OL",60,380,0,0.00117647058823529,0.00117647058823529,0.695991613172112,0.855896685825344
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","ITM2B","SE","Neutrophil","Tumor_OPC_OL",279,1103,0.000617970584600173,0.00113308256261492,0.00051511197801475,0.696113798645884,0.855896685825344
