"id","event_type","gene_id","gene_short_name","gene_type","event_name_simple","source_object","gene_column"
"chr5:83535614:83542268:+@chr5:83545537:83545650:+@chr5:83547971:83548084:+@chr5:83553364:83553522","MXE","ENSG00000038427.16","VCAN","protein_coding","VCAN_MXE_id22289","splice_feature","gene_short_name"
"chr5:83535614:83542268:+@chr5:83545537:83545650:+@chr5:83553364:83553522:+@chr5:83554956:83555038","MXE","ENSG00000038427.16","VCAN","protein_coding","VCAN_MXE_id22290","splice_feature","gene_short_name"
"chr5:83535614:83542268:+@chr5:83545537:83545650:+@chr5:83572416:83572560:+@chr5:83579980:83580162","MXE","ENSG00000038427.16","VCAN","protein_coding","VCAN_MXE_id22291","splice_feature","gene_short_name"
"chr5:83545537:83545650:+@chr5:83547971:83548084:+@chr5:83553364:83553522:+@chr5:83554956:83555038","MXE","ENSG00000038427.16","VCAN","protein_coding","VCAN_MXE_id22292","splice_feature","gene_short_name"
"chr5:83545537:83545650:+@chr5:83547971:83548084:+@chr5:83554956:83555038:+@chr5:83572416:83572560","MXE","ENSG00000038427.16","VCAN","protein_coding","VCAN_MXE_id22293","splice_feature","gene_short_name"
"chr5:83547971:83548084:+@chr5:83553364:83553522:+@chr5:83554956:83555038:+@chr5:83572416:83572560","MXE","ENSG00000038427.16","VCAN","protein_coding","VCAN_MXE_id22294","splice_feature","gene_short_name"
"chr5:83553362:83553522:+@chr5:83554956:83555038:+@chr5:83572416:83572560:+@chr5:83579980:83580400","MXE","ENSG00000038427.16","VCAN","protein_coding","VCAN_MXE_id22295","splice_feature","gene_short_name"
"chr5:83554956:83555038:+@chr5:83572416:83572560:+@chr5:83579980:83580162:+@chr5:83580307:83580448","MXE","ENSG00000038427.16","VCAN","protein_coding","VCAN_MXE_id22296","splice_feature","gene_short_name"
"chr9:136977504:136977692:+@chr9:136978993:136979132:+@chr9:136979223:136979299:+@chr9:136979946:136980062","MXE","ENSG00000107317.13","PTGDS","protein_coding","PTGDS_MXE_id54563","splice_feature","gene_short_name"
"chr9:136977505:136977692:+@chr9:136978993:136979132:+@chr9:136979223:136979401:+@chr9:136979946:136980062","MXE","ENSG00000107317.13","PTGDS","protein_coding","PTGDS_MXE_id54564","splice_feature","gene_short_name"
"chr9:136978812:136979132:+@chr9:136979223:136979299:+@chr9:136979946:136980062:+@chr9:136980183:136980284","MXE","ENSG00000107317.13","PTGDS","protein_coding","PTGDS_MXE_id54565","splice_feature","gene_short_name"
"chr9:136978993:136979132:+@chr9:136979223:136979401:+@chr9:136979946:136980062:+@chr9:136980183:136980219","MXE","ENSG00000107317.13","PTGDS","protein_coding","PTGDS_MXE_id54566","splice_feature","gene_short_name"
"chr9:136979223:136979299:+@chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980811:136980855","MXE","ENSG00000107317.13","PTGDS","protein_coding","PTGDS_MXE_id54567","splice_feature","gene_short_name"
"chr9:136979223:136979299:+@chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855","MXE","ENSG00000107317.13","PTGDS","protein_coding","PTGDS_MXE_id54568","splice_feature","gene_short_name"
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980833:136980855:+@chr9:136981579:136981692","MXE","ENSG00000107317.13","PTGDS","protein_coding","PTGDS_MXE_id54569","splice_feature","gene_short_name"
"chr9:136979946:136980062:+@chr9:136980183:136980284:+@chr9:136980811:136980855:+@chr9:136981579:136981737","MXE","ENSG00000107317.13","PTGDS","protein_coding","PTGDS_MXE_id54570","splice_feature","gene_short_name"
"chr19:44905791:44905841:+@chr19:44906587:44906667:+@chr19:44907760:44907952:+@chr19:44908533:44908944","MXE","ENSG00000130203.10","APOE","protein_coding","APOE_MXE_id75192","splice_feature","gene_short_name"
"chr19:44905796:44905841:+@chr19:44906602:44906667:+@chr19:44907760:44907952:+@chr19:44908533:44909393","MXE","ENSG00000130203.10","APOE","protein_coding","APOE_MXE_id75193","splice_feature","gene_short_name"
"chr19:44905812:44905923:+@chr19:44906602:44906667:+@chr19:44907760:44907952:+@chr19:44908533:44909025","MXE","ENSG00000130203.10","APOE","protein_coding","APOE_MXE_id75194","splice_feature","gene_short_name"
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936:+@chr13:48256177:48256383","MXE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_MXE_id81795","splice_feature","gene_short_name"
"chr13:48233206:48233477:+@chr13:48253808:48253936:+@chr13:48256177:48256383:+@chr13:48258126:48258236","MXE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_MXE_id81796","splice_feature","gene_short_name"
"chr13:48239226:48239332:+@chr13:48253808:48253936:+@chr13:48256177:48256383:+@chr13:48258126:48258236","MXE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_MXE_id81797","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48254900:48254976:+@chr13:48255337:48255437:+@chr13:48256177:48256383","MXE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_MXE_id81798","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48256177:48256383:+@chr13:48258126:48258236:+@chr13:48258797:48258878","MXE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_MXE_id81799","splice_feature","gene_short_name"
"chr13:48256177:48256383:+@chr13:48258126:48258236:+@chr13:48258797:48258947:+@chr13:48261139:48261561","MXE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_MXE_id81800","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87977059:87977097:+@chr4:87980046:87980126","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91227","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87980046:87980126:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91228","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87981475:87981798:+@chr4:87982492:87983426","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91229","splice_feature","gene_short_name"
"chr4:87975714:87975800:+@chr4:87976882:87976949:+@chr4:87977059:87977097:+@chr4:87980393:87980434","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91230","splice_feature","gene_short_name"
"chr4:87975714:87975800:+@chr4:87976882:87976949:+@chr4:87980046:87980126:+@chr4:87980393:87980434","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91231","splice_feature","gene_short_name"
"chr4:87975714:87975800:+@chr4:87976882:87976949:+@chr4:87980393:87980434:+@chr4:87981475:87981678","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91232","splice_feature","gene_short_name"
"chr4:87975714:87975800:+@chr4:87976882:87976949:+@chr4:87977059:87977097:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91233","splice_feature","gene_short_name"
"chr4:87975711:87975800:+@chr4:87976930:87976949:+@chr4:87977059:87977097:+@chr4:87980046:87980126","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91234","splice_feature","gene_short_name"
"chr4:87975711:87975800:+@chr4:87976930:87976949:+@chr4:87980046:87980126:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91235","splice_feature","gene_short_name"
"chr4:87975711:87975800:+@chr4:87976930:87976949:+@chr4:87981475:87981798:+@chr4:87982492:87983529","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91236","splice_feature","gene_short_name"
"chr4:87975714:87975800:+@chr4:87977059:87977097:+@chr4:87980046:87980126:+@chr4:87980393:87980434","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91237","splice_feature","gene_short_name"
"chr4:87975714:87975800:+@chr4:87977059:87977097:+@chr4:87980393:87980434:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91238","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87977059:87977097:+@chr4:87980046:87980434:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91239","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87977059:87977097:+@chr4:87980393:87980434:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91240","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87977059:87977097:+@chr4:87980046:87981798:+@chr4:87982492:87983529","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91241","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87977059:87977097:+@chr4:87981475:87981798:+@chr4:87982492:87983529","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91242","splice_feature","gene_short_name"
"chr4:87976882:87976949:+@chr4:87977059:87977097:+@chr4:87980046:87980126:+@chr4:87980393:87980434","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91243","splice_feature","gene_short_name"
"chr4:87976882:87976949:+@chr4:87977059:87977097:+@chr4:87980046:87980126:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91244","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977787:+@chr4:87980046:87980126:+@chr4:87980393:87980434","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91245","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977787:+@chr4:87980046:87980126:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91246","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977787:+@chr4:87980046:87980434:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91247","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977787:+@chr4:87980393:87980434:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91248","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977850:+@chr4:87980046:87980126:+@chr4:87980393:87980434","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91249","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977859:+@chr4:87980046:87980126:+@chr4:87980393:87980434","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91250","splice_feature","gene_short_name"
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87980393:87981798:+@chr4:87982492:87983529","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91251","splice_feature","gene_short_name"
"chr4:87976882:87976949:+@chr4:87980046:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91252","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87980046:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981798","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91253","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87980046:87980126:+@chr4:87981475:87981798:+@chr4:87982492:87983529","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91254","splice_feature","gene_short_name"
"chr4:87977662:87977787:+@chr4:87980046:87980126:+@chr4:87981475:87981798:+@chr4:87982492:87983532","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91255","splice_feature","gene_short_name"
"chr4:87979407:87979452:+@chr4:87980046:87980126:+@chr4:87981475:87981798:+@chr4:87982492:87983529","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91256","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87980046:87980434:+@chr4:87981475:87981798:+@chr4:87982492:87983529","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91257","splice_feature","gene_short_name"
"chr4:87980046:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981798:+@chr4:87982492:87983529","MXE","ENSG00000118785.15","SPP1","protein_coding","SPP1_MXE_id91258","splice_feature","gene_short_name"
"chr14:55129256:55129300:+@chr14:55138045:55138368:+@chr14:55140275:55140363:+@chr14:55142584:55142755","MXE","ENSG00000131981.16","LGALS3","protein_coding","LGALS3_MXE_id101681","splice_feature","gene_short_name"
"chr14:55137370:55137391:+@chr14:55138045:55138368:+@chr14:55140275:55140363:+@chr14:55142584:55142749","MXE","ENSG00000131981.16","LGALS3","protein_coding","LGALS3_MXE_id101682","splice_feature","gene_short_name"
"chr14:55137188:55138368:+@chr14:55140275:55140363:+@chr14:55142584:55142749:+@chr14:55145116:55145413","MXE","ENSG00000131981.16","LGALS3","protein_coding","LGALS3_MXE_id101683","splice_feature","gene_short_name"
"chr14:55138045:55138368:+@chr14:55140275:55140363:+@chr14:55142584:55142749:+@chr14:55143448:55143721","MXE","ENSG00000131981.16","LGALS3","protein_coding","LGALS3_MXE_id101684","splice_feature","gene_short_name"
"chr21:25905024:25905077:-@chr21:25897573:25897673:-@chr21:25891722:25891868:-@chr21:25880535:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104267","splice_feature","gene_short_name"
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25891722:25891868:-@chr21:25880535:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104268","splice_feature","gene_short_name"
"chr21:25954590:25954689:-@chr21:25911741:25911962:-@chr21:25891722:25891868:-@chr21:25880535:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104269","splice_feature","gene_short_name"
"chr21:26051000:26051193:-@chr21:26021840:26022042:-@chr21:25891722:25891868:-@chr21:25880535:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104270","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:25891722:25891868:-@chr21:25880535:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104271","splice_feature","gene_short_name"
"chr21:25925059:25925142:-@chr21:25911741:25911962:-@chr21:25891722:25891868:-@chr21:25880550:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104272","splice_feature","gene_short_name"
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25891722:25891868:-@chr21:25880550:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104273","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25891722:25891868:-@chr21:25880550:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104274","splice_feature","gene_short_name"
"chr21:26170564:26170747:-@chr21:26089943:26090072:-@chr21:25891722:25891868:-@chr21:25880550:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104275","splice_feature","gene_short_name"
"chr21:26170564:26170767:-@chr21:26111979:26112146:-@chr21:25891722:25891868:-@chr21:25880550:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104276","splice_feature","gene_short_name"
"chr21:25911741:25911962:-@chr21:25897573:25897673:-@chr21:25891722:25891868:-@chr21:25881610:25881771","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104277","splice_feature","gene_short_name"
"chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673:-@chr21:25891722:25891868","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104278","splice_feature","gene_short_name"
"chr21:25954590:25954689:-@chr21:25911741:25911962:-@chr21:25897573:25897673:-@chr21:25891722:25891868","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104279","splice_feature","gene_short_name"
"chr21:25955627:25955755:-@chr21:25954590:25954689:-@chr21:25897573:25897673:-@chr21:25891722:25891868","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104280","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:25982344:25982477:-@chr21:25897573:25897673:-@chr21:25891722:25891868","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104281","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25897573:25897673:-@chr21:25891722:25891868","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104282","splice_feature","gene_short_name"
"chr21:25954590:25954689:-@chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104283","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:25911741:25911962:-@chr21:25905024:25905077:-@chr21:25897573:25897673","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104284","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:25905024:25905077:-@chr21:25897573:25897673","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104285","splice_feature","gene_short_name"
"chr21:25975070:25975228:-@chr21:25955627:25955755:-@chr21:25911741:25911962:-@chr21:25897573:25897673","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104286","splice_feature","gene_short_name"
"chr21:26051000:26051193:-@chr21:26021840:26022042:-@chr21:25911741:25911962:-@chr21:25897573:25897673","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104287","splice_feature","gene_short_name"
"chr21:26051000:26051193:-@chr21:26021840:26022042:-@chr21:25911741:25911962:-@chr21:25905024:25905077","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104288","splice_feature","gene_short_name"
"chr21:25975954:25976028:-@chr21:25975070:25975228:-@chr21:25955627:25955755:-@chr21:25954590:25954689","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104289","splice_feature","gene_short_name"
"chr21:26000015:26000182:-@chr21:25982344:25982477:-@chr21:25955627:25955755:-@chr21:25954590:25954689","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104290","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:25982344:25982477:-@chr21:25955627:25955755:-@chr21:25954590:25954689","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104291","splice_feature","gene_short_name"
"chr21:25982344:25982477:-@chr21:25975954:25976028:-@chr21:25975070:25975228:-@chr21:25955627:25955755","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104292","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:25982344:25982477:-@chr21:25975954:25976028:-@chr21:25975070:25975228","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104293","splice_feature","gene_short_name"
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477:-@chr21:25891722:25891868","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104294","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25982344:25982477:-@chr21:25891722:25891868","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104295","splice_feature","gene_short_name"
"chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477:-@chr21:25911741:25911962","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104296","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25982344:25982477:-@chr21:25911741:25911962","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104297","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25982344:25982477:-@chr21:25955627:25955755","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104298","splice_feature","gene_short_name"
"chr21:26051000:26051032:-@chr21:26021840:26022042:-@chr21:25982344:25982477:-@chr21:25975954:25976028","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104299","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:25982344:25982477:-@chr21:25975954:25976028","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104300","splice_feature","gene_short_name"
"chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997360:25997416:-@chr21:25982344:25982477","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104301","splice_feature","gene_short_name"
"chr21:26051000:26051193:-@chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25982344:25982477","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104302","splice_feature","gene_short_name"
"chr21:26089943:26090072:-@chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25982344:25982477","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104303","splice_feature","gene_short_name"
"chr21:26053236:26053348:-@chr21:26051000:26051193:-@chr21:26021840:26022042:-@chr21:25982344:25982477","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104304","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:26021840:26022042:-@chr21:25982344:25982477","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104305","splice_feature","gene_short_name"
"chr21:26170564:26170747:-@chr21:26089943:26090072:-@chr21:26021840:26022042:-@chr21:25982344:25982477","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104306","splice_feature","gene_short_name"
"chr21:26053236:26053348:-@chr21:26051000:26051193:-@chr21:26021840:26022042:-@chr21:26000015:26000182","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104307","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:26021840:26022042:-@chr21:26000015:26000182","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104308","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:26021840:26022042:-@chr21:26000015:26000182","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104309","splice_feature","gene_short_name"
"chr21:26089943:26090061:-@chr21:26053236:26053348:-@chr21:26051000:26051193:-@chr21:26021840:26022042","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104310","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:26051000:26051193:-@chr21:26021840:26022042","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104311","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:26051000:26051193:-@chr21:26021840:26022042","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104312","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26051000:26051193:-@chr21:26021840:26022042","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104313","splice_feature","gene_short_name"
"chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:26053236:26053348:-@chr21:26051000:26051193","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104314","splice_feature","gene_short_name"
"chr21:26170564:26170654:-@chr21:26089943:26090072:-@chr21:26053236:26053348:-@chr21:26051000:26051193","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104315","splice_feature","gene_short_name"
"chr21:26170564:26170667:-@chr21:26111979:26112146:-@chr21:26053236:26053348:-@chr21:26051000:26051193","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104316","splice_feature","gene_short_name"
"chr21:26170985:26171128:-@chr21:26111979:26112146:-@chr21:26089943:26090072:-@chr21:26053236:26053348","MXE","ENSG00000142192.22","APP","protein_coding","APP_MXE_id104317","splice_feature","gene_short_name"
"chr20:23637620:23637945:-@chr20:23635254:23635367:-@chr20:23633914:23633999:-@chr20:23626706:23629465","MXE","ENSG00000101439.9","CST3","protein_coding","CST3_MXE_id105446","splice_feature","gene_short_name"
"chr5:151667467:151667600:-@chr5:151666361:151666509:-@chr5:151664087:151664235:-@chr5:151661096:151663599","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120821","splice_feature","gene_short_name"
"chr5:151673129:151673216:-@chr5:151671573:151671694:-@chr5:151664087:151664235:-@chr5:151661096:151663599","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120822","splice_feature","gene_short_name"
"chr5:151669664:151669784:-@chr5:151667467:151667600:-@chr5:151666361:151666509:-@chr5:151664087:151664235","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120823","splice_feature","gene_short_name"
"chr5:151671573:151671694:-@chr5:151669664:151669784:-@chr5:151666361:151666509:-@chr5:151664087:151664235","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120824","splice_feature","gene_short_name"
"chr5:151671573:151671694:-@chr5:151669664:151669784:-@chr5:151667467:151667600:-@chr5:151666361:151666509","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120825","splice_feature","gene_short_name"
"chr5:151673129:151673216:-@chr5:151671573:151671694:-@chr5:151667467:151667600:-@chr5:151666361:151666509","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120826","splice_feature","gene_short_name"
"chr5:151673129:151673216:-@chr5:151671573:151671694:-@chr5:151669664:151669784:-@chr5:151667467:151667600","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120827","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151673129:151673216:-@chr5:151669664:151669784:-@chr5:151667467:151667600","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120828","splice_feature","gene_short_name"
"chr5:151674612:151674674:-@chr5:151673129:151673216:-@chr5:151671573:151671694:-@chr5:151669664:151669784","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120829","splice_feature","gene_short_name"
"chr5:151676132:151676201:-@chr5:151674612:151674674:-@chr5:151671573:151671694:-@chr5:151669664:151669784","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120830","splice_feature","gene_short_name"
"chr5:151686865:151686968:-@chr5:151673129:151673216:-@chr5:151671573:151671694:-@chr5:151669664:151669784","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120831","splice_feature","gene_short_name"
"chr5:151676132:151676201:-@chr5:151674612:151674674:-@chr5:151673129:151673216:-@chr5:151671573:151671694","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120832","splice_feature","gene_short_name"
"chr5:151686865:151686975:-@chr5:151676132:151676201:-@chr5:151674612:151674674:-@chr5:151672597:151673216","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120833","splice_feature","gene_short_name"
"chr5:151685066:151685230:-@chr5:151676132:151676201:-@chr5:151674612:151674674:-@chr5:151673129:151673216","MXE","ENSG00000113140.11","SPARC","protein_coding","SPARC_MXE_id120834","splice_feature","gene_short_name"
"chr8:27604291:27604395:-@chr8:27599780:27600009:-@chr8:27598460:27598635:-@chr8:27596917:27598250","MXE","ENSG00000120885.22","CLU","protein_coding","CLU_MXE_id126547","splice_feature","gene_short_name"
"chr8:27606354:27606524:-@chr8:27604924:27605335:-@chr8:27598460:27598635:-@chr8:27596917:27598250","MXE","ENSG00000120885.22","CLU","protein_coding","CLU_MXE_id126548","splice_feature","gene_short_name"
"chr8:27608938:27609086:-@chr8:27606354:27606524:-@chr8:27598460:27598635:-@chr8:27596917:27598250","MXE","ENSG00000120885.22","CLU","protein_coding","CLU_MXE_id126549","splice_feature","gene_short_name"
